"timeMillisSpent","score"
5482,"-10hard/-39569soft"
5520,"-9hard/-39566soft"
5559,"-9hard/-39555soft"
5594,"-9hard/-39543soft"
5631,"-9hard/-39531soft"
5666,"-9hard/-39513soft"
5705,"-9hard/-39495soft"
5741,"-9hard/-39344soft"
5775,"-9hard/-39343soft"
5811,"-9hard/-39316soft"
5849,"-9hard/-39290soft"
5885,"-9hard/-39243soft"
5921,"-9hard/-39228soft"
5959,"-9hard/-39226soft"
5995,"-9hard/-39220soft"
6032,"-9hard/-39218soft"
6069,"-9hard/-39215soft"
6106,"-9hard/-39190soft"
6141,"-9hard/-39184soft"
6178,"-9hard/-39174soft"
6217,"-9hard/-39172soft"
6255,"-9hard/-39150soft"
6294,"-9hard/-39143soft"
6330,"-9hard/-39138soft"
6402,"-9hard/-39136soft"
6440,"-9hard/-39121soft"
6476,"-8hard/-39102soft"
6515,"-7hard/-39135soft"
6553,"-7hard/-39124soft"
6591,"-7hard/-39120soft"
6627,"-7hard/-39085soft"
6665,"-7hard/-39079soft"
6702,"-7hard/-39067soft"
6740,"-7hard/-39059soft"
6778,"-7hard/-39038soft"
6814,"-7hard/-39036soft"
6851,"-7hard/-39009soft"
6957,"-7hard/-38995soft"
6993,"-7hard/-38983soft"
7028,"-7hard/-38969soft"
7065,"-7hard/-38948soft"
7101,"-7hard/-38946soft"
7136,"-7hard/-38928soft"
7245,"-7hard/-38914soft"
7284,"-7hard/-38911soft"
7322,"-7hard/-38910soft"
7361,"-5hard/-38897soft"
7399,"-4hard/-38898soft"
7581,"-4hard/-38888soft"
7617,"-4hard/-38883soft"
7652,"-4hard/-38881soft"
7690,"-4hard/-38875soft"
7729,"-4hard/-38868soft"
7766,"-4hard/-38863soft"
7802,"-4hard/-38854soft"
7841,"-4hard/-38851soft"
7915,"-4hard/-38847soft"
7950,"-4hard/-38840soft"
7986,"-4hard/-38830soft"
8024,"-4hard/-38809soft"
8061,"-4hard/-38787soft"
8096,"-4hard/-38781soft"
8167,"-4hard/-38777soft"
8203,"-4hard/-38771soft"
8241,"-4hard/-38740soft"
8278,"-4hard/-38716soft"
8318,"-4hard/-38708soft"
8428,"-4hard/-38630soft"
8466,"-4hard/-38628soft"
8505,"-4hard/-38611soft"
8580,"-4hard/-38604soft"
8616,"-4hard/-38598soft"
8656,"-4hard/-38585soft"
8736,"-4hard/-38581soft"
8773,"-4hard/-38576soft"
8807,"-4hard/-38573soft"
8846,"-4hard/-38570soft"
8881,"-4hard/-38565soft"
8993,"-4hard/-38560soft"
9029,"-4hard/-38557soft"
9100,"-4hard/-38556soft"
9137,"-4hard/-38550soft"
9208,"-4hard/-38543soft"
9320,"-4hard/-38542soft"
9397,"-4hard/-38541soft"
9473,"-4hard/-38539soft"
9509,"-4hard/-38538soft"
9547,"-4hard/-38537soft"
9587,"-4hard/-38523soft"
9628,"-3hard/-38549soft"
9666,"-3hard/-38539soft"
9703,"-2hard/-38755soft"
9742,"-2hard/-38751soft"
9973,"-2hard/-38686soft"
