"timeMillisSpent","score"
3883,"-2hard/-21368soft"
3920,"-2hard/-21367soft"
3955,"-2hard/-21365soft"
4020,"-2hard/-21364soft"
4054,"-2hard/-21357soft"
4091,"-2hard/-21351soft"
4129,"-2hard/-21347soft"
4168,"-2hard/-21335soft"
4204,"-2hard/-21226soft"
4274,"-2hard/-21223soft"
4346,"-2hard/-21215soft"
4383,"-2hard/-21213soft"
4458,"-2hard/-21209soft"
4493,"-2hard/-21205soft"
4531,"-2hard/-21189soft"
4567,"-2hard/-21187soft"
4602,"-2hard/-21171soft"
4635,"-2hard/-21154soft"
4672,"-2hard/-21148soft"
4710,"-2hard/-21139soft"
4745,"-2hard/-21132soft"
4779,"-2hard/-21113soft"
4813,"-2hard/-21103soft"
4846,"-1hard/-21456soft"
4879,"-1hard/-21453soft"
4913,"0hard/-21453soft"
4945,"0hard/-21451soft"
4979,"0hard/-21447soft"
5012,"0hard/-21446soft"
5048,"0hard/-21377soft"
5082,"0hard/-21357soft"
5119,"0hard/-21350soft"
5153,"0hard/-21347soft"
5223,"0hard/-21266soft"
5259,"0hard/-21264soft"
5295,"0hard/-21259soft"
5330,"0hard/-21243soft"
5365,"0hard/-21242soft"
5399,"0hard/-21239soft"
5431,"0hard/-21224soft"
5496,"0hard/-21216soft"
5529,"0hard/-21188soft"
5562,"0hard/-21157soft"
5596,"0hard/-21143soft"
5629,"0hard/-21141soft"
5663,"0hard/-20952soft"
5732,"0hard/-20949soft"
5765,"0hard/-20935soft"
5803,"0hard/-20934soft"
5839,"0hard/-20924soft"
5877,"0hard/-20920soft"
6098,"0hard/-20914soft"
6136,"0hard/-20908soft"
6247,"0hard/-20907soft"
6327,"0hard/-20891soft"
6365,"0hard/-20883soft"
6401,"0hard/-20873soft"
6436,"0hard/-20870soft"
6609,"0hard/-20869soft"
6678,"0hard/-20867soft"
6712,"0hard/-20856soft"
6743,"0hard/-20839soft"
6778,"0hard/-20837soft"
6812,"0hard/-20835soft"
6877,"0hard/-20822soft"
6911,"0hard/-20818soft"
6979,"0hard/-20811soft"
7048,"0hard/-20810soft"
7084,"0hard/-20804soft"
7118,"0hard/-20802soft"
7152,"0hard/-20795soft"
7185,"0hard/-20793soft"
7218,"0hard/-20792soft"
7315,"0hard/-20791soft"
7349,"0hard/-20787soft"
7382,"0hard/-20782soft"
7416,"0hard/-20770soft"
7449,"0hard/-20767soft"
7486,"0hard/-20765soft"
7550,"0hard/-20757soft"
7584,"0hard/-20754soft"
7619,"0hard/-20748soft"
7658,"0hard/-20746soft"
7694,"0hard/-20745soft"
7728,"0hard/-20743soft"
7794,"0hard/-20735soft"
7829,"0hard/-20734soft"
7897,"0hard/-20733soft"
7966,"0hard/-20715soft"
8170,"0hard/-20710soft"
8237,"0hard/-20692soft"
8512,"0hard/-20690soft"
9009,"0hard/-20688soft"
9110,"0hard/-20686soft"
9449,"0hard/-20681soft"
9485,"0hard/-20677soft"
9521,"0hard/-20675soft"
9698,"0hard/-20672soft"
9803,"0hard/-20671soft"
9838,"0hard/-20669soft"
9873,"0hard/-20665soft"
9953,"0hard/-20660soft"
9989,"0hard/-20607soft"
